Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
S1AFK;Enlarge;800;1;0.85;35;;150;SlimSMA (DO-221AC);Single;;No;image/diodes/82453.png;Datasheet/diodes/standard-recovery/S1AFK/S1AFK.pdf;None
S1AFM;Enlarge;1000;1;0.85;35;;150;SlimSMA (DO-221AC);Single;;No;image/diodes/81820.png;Datasheet/diodes/standard-recovery/S1AFM/S1AFM.pdf;None
S1B;Enlarge;100;1;1.1;40;;175;SMA (DO-214AC);Single;;Yes;image/diodes/82453.png;Datasheet/diodes/standard-recovery/S1B/S1B.pdf;Datasheet/diodes/standard-recovery/S1B/S1B.zip
S1D;Enlarge;200;1;1.1;40;;175;SMA (DO-214AC);Single;;Yes;image/diodes/81820.png;Datasheet/diodes/standard-recovery/S1D/S1D.pdf;Datasheet/diodes/standard-recovery/S1D/S1D.zip
S1FLB;Enlarge;100;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/82453.png;Datasheet/diodes/standard-recovery/S1FLB/S1FLB.pdf;None
S1FLB-M;Enlarge;100;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/81820.png;Datasheet/diodes/standard-recovery/S1FLB-M/S1FLB-M.pdf;None
S1FLD;Enlarge;200;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/82453.png;Datasheet/diodes/standard-recovery/S1FLD/S1FLD.pdf;None
S1FLD-M;Enlarge;200;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/81820.png;Datasheet/diodes/standard-recovery/S1FLD-M/S1FLD-M.pdf;None
S1FLG;Enlarge;400;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/82453.png;Datasheet/diodes/standard-recovery/S1FLG/S1FLG.pdf;None
S1FLG-M;Enlarge;400;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/88711.png;Datasheet/diodes/standard-recovery/S1FLG-M/S1FLG-M.pdf;None
S1FLJ;Enlarge;600;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/88711.png;Datasheet/diodes/standard-recovery/S1FLJ/S1FLJ.pdf;None
S1FLJ-M;Enlarge;600;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/88711.png;Datasheet/diodes/standard-recovery/S1FLJ-M/S1FLJ-M.pdf;None
S1FLK;Enlarge;800;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/88711.png;Datasheet/diodes/standard-recovery/S1FLK/S1FLK.pdf;None
S1FLK-M;Enlarge;800;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/88917.png;Datasheet/diodes/standard-recovery/S1FLK-M/S1FLK-M.pdf;None
S1FLM;Enlarge;1000;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/88917.png;Datasheet/diodes/standard-recovery/S1FLM/S1FLM.pdf;None
S1FLM-M;Enlarge;1000;1.5;1.1;22;1800;150;SMF (DO-219AB);Single;;No;image/diodes/88917.png;Datasheet/diodes/standard-recovery/S1FLM-M/S1FLM-M.pdf;None
S1G;Enlarge;400;1;1.1;40;;175;SMA (DO-214AC);Single;;Yes;image/diodes/88917.png;Datasheet/diodes/standard-recovery/S1G/S1G.pdf;Datasheet/diodes/standard-recovery/S1G/S1G.zip
S1J;Enlarge;600;1;1.1;40;;175;SMA (DO-214AC);Single;;Yes;image/diodes/88917.png;Datasheet/diodes/standard-recovery/S1J/S1J.pdf;Datasheet/diodes/standard-recovery/S1J/S1J.zip
S1K;Enlarge;800;1;1.1;40;;175;SMA (DO-214AC);Single;;Yes;image/diodes/88917.png;Datasheet/diodes/standard-recovery/S1K/S1K.pdf;Datasheet/diodes/standard-recovery/S1K/S1K.zip
S1M;Enlarge;1000;1;1.1;40;;175;SMA (DO-214AC);Single;;Yes;image/diodes/88712.png;Datasheet/diodes/standard-recovery/S1M/S1M.pdf;Datasheet/diodes/standard-recovery/S1M/S1M.zip
S1PB;Enlarge;100;1;0.95;;;150;SMP (DO-220AA);Single;;Yes;image/diodes/88712.png;Datasheet/diodes/standard-recovery/S1PB/S1PB.pdf;Datasheet/diodes/standard-recovery/S1PB/S1PB.zip
S1PD;Enlarge;200;1;0.95;;;150;SMP (DO-220AA);Single;;Yes;image/diodes/88712.png;Datasheet/diodes/standard-recovery/S1PD/S1PD.pdf;Datasheet/diodes/standard-recovery/S1PD/S1PD.zip
S1PG;Enlarge;400;1;0.95;;;150;SMP (DO-220AA);Single;;Yes;image/diodes/88712.png;Datasheet/diodes/standard-recovery/S1PG/S1PG.pdf;Datasheet/diodes/standard-recovery/S1PG/S1PG.zip
S1PJ;Enlarge;600;1;0.95;;;150;SMP (DO-220AA);Single;;Yes;image/diodes/88712.png;Datasheet/diodes/standard-recovery/S1PJ/S1PJ.pdf;Datasheet/diodes/standard-recovery/S1PJ/S1PJ.zip
S1PK;Enlarge;800;1;0.95;;;150;SMP (DO-220AA);Single;;Yes;image/diodes/88712.png;Datasheet/diodes/standard-recovery/S1PK/S1PK.pdf;Datasheet/diodes/standard-recovery/S1PK/S1PK.zip
S1PM;Enlarge;1000;1;0.95;;;150;SMP (DO-220AA);Single;;Yes;image/diodes/88712.png;Datasheet/diodes/standard-recovery/S1PM/S1PM.pdf;Datasheet/diodes/standard-recovery/S1PM/S1PM.zip
S2A;Enlarge;50;1.5;1.15;50;;175;SMB (DO-214AA);Single;;Yes;image/diodes/88713.png;Datasheet/diodes/standard-recovery/S2A/S2A.pdf;Datasheet/diodes/standard-recovery/S2A/S2A.zip
S2B;Enlarge;100;1.5;1.15;50;;175;SMB (DO-214AA);Single;;Yes;image/diodes/87207.png;Datasheet/diodes/standard-recovery/S2B/S2B.pdf;Datasheet/diodes/standard-recovery/S2B/S2B.zip
S2D;Enlarge;200;1.5;1.15;50;;175;SMB (DO-214AA);Single;;Yes;image/diodes/87207.png;Datasheet/diodes/standard-recovery/S2D/S2D.pdf;Datasheet/diodes/standard-recovery/S2D/S2D.zip
S2G;Enlarge;400;1.5;1.15;50;;175;SMB (DO-214AA);Single;;Yes;image/diodes/88713.png;Datasheet/diodes/standard-recovery/S2G/S2G.pdf;Datasheet/diodes/standard-recovery/S2G/S2G.zip
S2J;Enlarge;600;1.5;1.15;50;;175;SMB (DO-214AA);Single;;Yes;image/diodes/88713.png;Datasheet/diodes/standard-recovery/S2J/S2J.pdf;Datasheet/diodes/standard-recovery/S2J/S2J.zip
S2K;Enlarge;800;1.5;1.15;50;;175;SMB (DO-214AA);Single;;Yes;image/diodes/88713.png;Datasheet/diodes/standard-recovery/S2K/S2K.pdf;Datasheet/diodes/standard-recovery/S2K/S2K.zip
S2M;Enlarge;1000;1.5;1.15;50;;175;SMB (DO-214AA);Single;;Yes;image/diodes/88713.png;Datasheet/diodes/standard-recovery/S2M/S2M.pdf;Datasheet/diodes/standard-recovery/S2M/S2M.zip
S3A;Enlarge;50;3;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/88713.png;Datasheet/diodes/standard-recovery/S3A/S3A.pdf;Datasheet/diodes/standard-recovery/S3A/S3A.zip
S3AFG;Enlarge;400;3;0.9;50;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/88713.png;Datasheet/diodes/standard-recovery/S3AFG/S3AFG.pdf;None
S3AFJ;Enlarge;600;3;0.9;50;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/89032.png;Datasheet/diodes/standard-recovery/S3AFJ/S3AFJ.pdf;None
S3B;Enlarge;100;3;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/89032.png;Datasheet/diodes/standard-recovery/S3B/S3B.pdf;Datasheet/diodes/standard-recovery/S3B/S3B.zip
S3D;Enlarge;200;3;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/89032.png;Datasheet/diodes/standard-recovery/S3D/S3D.pdf;Datasheet/diodes/standard-recovery/S3D/S3D.zip
S3G;Enlarge;400;3;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/89032.png;Datasheet/diodes/standard-recovery/S3G/S3G.pdf;Datasheet/diodes/standard-recovery/S3G/S3G.zip
S3J;Enlarge;600;3;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/89032.png;Datasheet/diodes/standard-recovery/S3J/S3J.pdf;Datasheet/diodes/standard-recovery/S3J/S3J.zip
S3K;Enlarge;800;3;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/89032.png;Datasheet/diodes/standard-recovery/S3K/S3K.pdf;Datasheet/diodes/standard-recovery/S3K/S3K.zip
S3M;Enlarge;1000;3;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/88931.png;Datasheet/diodes/standard-recovery/S3M/S3M.pdf;Datasheet/diodes/standard-recovery/S3M/S3M.zip
S4PB;Enlarge;100;4;0.860;100;;150;SMPC (TO-277A);Single;;Yes;image/diodes/88931.png;Datasheet/diodes/standard-recovery/S4PB/S4PB.pdf;Datasheet/diodes/standard-recovery/S4PB/S4PB.zip
S4PD;Enlarge;200;4;0.860;100;;150;SMPC (TO-277A);Single;;Yes;image/diodes/88931.png;Datasheet/diodes/standard-recovery/S4PD/S4PD.pdf;Datasheet/diodes/standard-recovery/S4PD/S4PD.zip
S4PG;Enlarge;400;4;0.860;100;;150;SMPC (TO-277A);Single;;Yes;image/diodes/88931.png;Datasheet/diodes/standard-recovery/S4PG/S4PG.pdf;Datasheet/diodes/standard-recovery/S4PG/S4PG.zip
S4PJ;Enlarge;600;4;0.860;100;;150;SMPC (TO-277A);Single;;Yes;image/diodes/88931.png;Datasheet/diodes/standard-recovery/S4PJ/S4PJ.pdf;Datasheet/diodes/standard-recovery/S4PJ/S4PJ.zip
S4PK;Enlarge;800;4;0.860;100;;150;SMPC (TO-277A);Single;;Yes;image/diodes/88931.png;Datasheet/diodes/standard-recovery/S4PK/S4PK.pdf;Datasheet/diodes/standard-recovery/S4PK/S4PK.zip
S4PM;Enlarge;1000;4;0.860;100;;150;SMPC (TO-277A);Single;;Yes;image/diodes/88931.png;Datasheet/diodes/standard-recovery/S4PM/S4PM.pdf;Datasheet/diodes/standard-recovery/S4PM/S4PM.zip
S5A;Enlarge;50;5;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/89148.png;Datasheet/diodes/standard-recovery/S5A/S5A.pdf;Datasheet/diodes/standard-recovery/S5A/S5A.zip
S5B;Enlarge;100;5;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/89149.png;Datasheet/diodes/standard-recovery/S5B/S5B.pdf;Datasheet/diodes/standard-recovery/S5B/S5B.zip
S5D;Enlarge;200;5;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/87607.png;Datasheet/diodes/standard-recovery/S5D/S5D.pdf;Datasheet/diodes/standard-recovery/S5D/S5D.zip
S5G;Enlarge;400;5;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/87607.png;Datasheet/diodes/standard-recovery/S5G/S5G.pdf;Datasheet/diodes/standard-recovery/S5G/S5G.zip
S5J;Enlarge;600;5;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/87607.png;Datasheet/diodes/standard-recovery/S5J/S5J.pdf;Datasheet/diodes/standard-recovery/S5J/S5J.zip
S5K;Enlarge;800;5;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/87607.png;Datasheet/diodes/standard-recovery/S5K/S5K.pdf;Datasheet/diodes/standard-recovery/S5K/S5K.zip
S5M;Enlarge;1000;5;1.15;100;;175;SMC (DO-214AB);Single;;Yes;image/diodes/98460.png;Datasheet/diodes/standard-recovery/S5M/S5M.pdf;Datasheet/diodes/standard-recovery/S5M/S5M.zip
S5MS;Enlarge;1000;5;0.90;100;;150;SMC (DO-214AB);Single;;No;image/diodes/98461.png;Datasheet/diodes/standard-recovery/S5MS/S5MS.pdf;Datasheet/diodes/standard-recovery/S5MS/S5MS.zip
S5PMS;Enlarge;1000;5;0.90;100;;150;SMPC (TO-277A);Single;;No;image/diodes/98460.png;Datasheet/diodes/standard-recovery/S5PMS/S5PMS.pdf;None
S8CG;Enlarge;400;8;0.87;260;;150;SMC (DO-214AB);Single;;Yes;image/diodes/98461.png;Datasheet/diodes/standard-recovery/S8CG/S8CG.pdf;Datasheet/diodes/standard-recovery/S8CG/S8CG.zip
S8CJ;Enlarge;600;8;0.87;260;;150;SMC (DO-214AB);Single;;Yes;image/diodes/98460.png;Datasheet/diodes/standard-recovery/S8CJ/S8CJ.pdf;Datasheet/diodes/standard-recovery/S8CJ/S8CJ.zip
S8CK;Enlarge;800;8;0.87;260;;150;SMC (DO-214AB);Single;;Yes;image/diodes/98461.png;Datasheet/diodes/standard-recovery/S8CK/S8CK.pdf;Datasheet/diodes/standard-recovery/S8CK/S8CK.zip
S8CM;Enlarge;1000;8;0.87;260;;150;SMC (DO-214AB);Single;;Yes;image/diodes/98460.png;Datasheet/diodes/standard-recovery/S8CM/S8CM.pdf;Datasheet/diodes/standard-recovery/S8CM/S8CM.zip
S8G;Enlarge;400;8;0.85;220;;150;SMC (DO-214AB);Single;;No;image/diodes/98461.png;Datasheet/diodes/standard-recovery/S8G/S8G.pdf;None
S8GS;Enlarge;400;8;0.87;200;;150;SMC (DO-214AB);Single;;No;image/diodes/98366.png;Datasheet/diodes/standard-recovery/S8GS/S8GS.pdf;None
S8J;Enlarge;600;8;0.85;220;;150;SMC (DO-214AB);Single;;No;image/diodes/98366.png;Datasheet/diodes/standard-recovery/S8J/S8J.pdf;None
S8JS;Enlarge;600;8;0.87;200;;150;SMC (DO-214AB);Single;;No;image/diodes/98366.png;Datasheet/diodes/standard-recovery/S8JS/S8JS.pdf;None
S8K;Enlarge;800;8;0.85;220;;150;SMC (DO-214AB);Single;;No;image/diodes/98366.png;Datasheet/diodes/standard-recovery/S8K/S8K.pdf;None
S8KS;Enlarge;800;8;0.87;200;;150;SMC (DO-214AB);Single;;No;image/diodes/88969.png;Datasheet/diodes/standard-recovery/S8KS/S8KS.pdf;None
S8M;Enlarge;1000;8;0.85;220;;150;SMC (DO-214AB);Single;;No;image/diodes/88969.png;Datasheet/diodes/standard-recovery/S8M/S8M.pdf;None
S8MS;Enlarge;1000;8;0.87;200;;150;SMC (DO-214AB);Single;;No;image/diodes/88969.png;Datasheet/diodes/standard-recovery/S8MS/S8MS.pdf;None
S8PG;Enlarge;400;8;0.87;230;;150;SMPC (TO-277A);Single;;No;image/diodes/88969.png;Datasheet/diodes/standard-recovery/S8PG/S8PG.pdf;Datasheet/diodes/standard-recovery/S8PG/S8PG.zip
S8PJ;Enlarge;600;8;0.87;230;;150;SMPC (TO-277A);Single;;No;image/diodes/88969.png;Datasheet/diodes/standard-recovery/S8PJ/S8PJ.pdf;Datasheet/diodes/standard-recovery/S8PJ/S8PJ.zip
S8PK;Enlarge;800;8;0.87;230;;150;SMPC (TO-277A);Single;;No;image/diodes/88969.png;Datasheet/diodes/standard-recovery/S8PK/S8PK.pdf;Datasheet/diodes/standard-recovery/S8PK/S8PK.zip
S8PM;Enlarge;1000;8;0.87;230;;150;SMPC (TO-277A);Single;;No;image/diodes/89461.png;Datasheet/diodes/standard-recovery/S8PM/S8PM.pdf;Datasheet/diodes/standard-recovery/S8PM/S8PM.zip
SA2B;Enlarge;100;2;0.854;55;;150;SMA (DO-214AC);Single;;No;image/diodes/89461.png;Datasheet/diodes/standard-recovery/SA2B/SA2B.pdf;Datasheet/diodes/standard-recovery/SA2B/SA2B.zip
SA2D;Enlarge;200;2;0.854;55;;150;SMA (DO-214AC);Single;;No;image/diodes/89461.png;Datasheet/diodes/standard-recovery/SA2D/SA2D.pdf;Datasheet/diodes/standard-recovery/SA2D/SA2D.zip
SA2G;Enlarge;400;2;0.854;55;;150;SMA (DO-214AC);Single;;No;image/diodes/89461.png;Datasheet/diodes/standard-recovery/SA2G/SA2G.pdf;Datasheet/diodes/standard-recovery/SA2G/SA2G.zip
SA2J;Enlarge;600;2;0.854;55;;150;SMA (DO-214AC);Single;;No;image/diodes/89461.png;Datasheet/diodes/standard-recovery/SA2J/SA2J.pdf;Datasheet/diodes/standard-recovery/SA2J/SA2J.zip
SA2K;Enlarge;800;2;0.854;55;;150;SMA (DO-214AC);Single;;No;image/diodes/89023.png;Datasheet/diodes/standard-recovery/SA2K/SA2K.pdf;Datasheet/diodes/standard-recovery/SA2K/SA2K.zip
SA2M;Enlarge;1000;2;0.854;55;;150;SMA (DO-214AC);Single;;No;image/diodes/89023.png;Datasheet/diodes/standard-recovery/SA2M/SA2M.pdf;Datasheet/diodes/standard-recovery/SA2M/SA2M.zip
SB2D;Enlarge;200;2;0.86;55;;150;SMB (DO-214AA);Single;;No;image/diodes/89023.png;Datasheet/diodes/standard-recovery/SB2D/SB2D.pdf;Datasheet/diodes/standard-recovery/SB2D/SB2D.zip
SB2G;Enlarge;400;2;0.86;55;;150;SMB (DO-214AA);Single;;No;image/diodes/89023.png;Datasheet/diodes/standard-recovery/SB2G/SB2G.pdf;Datasheet/diodes/standard-recovery/SB2G/SB2G.zip
SB2J;Enlarge;600;2;0.86;55;;150;SMB (DO-214AA);Single;;No;image/diodes/87509.png;Datasheet/diodes/standard-recovery/SB2J/SB2J.pdf;Datasheet/diodes/standard-recovery/SB2J/SB2J.zip
SB2K;Enlarge;800;2;0.86;55;;150;SMB (DO-214AA);Single;;No;image/diodes/87509.png;Datasheet/diodes/standard-recovery/SB2K/SB2K.pdf;Datasheet/diodes/standard-recovery/SB2K/SB2K.zip
SB2M;Enlarge;1000;2;0.86;55;;150;SMB (DO-214AA);Single;;No;image/diodes/87509.png;Datasheet/diodes/standard-recovery/SB2M/SB2M.pdf;Datasheet/diodes/standard-recovery/SB2M/SB2M.zip
SE07PB;Enlarge;100;0.7;0.865;20;;175;SMP (DO-220AA);Single;;No;image/diodes/87509.png;Datasheet/diodes/standard-recovery/SE07PB/SE07PB.pdf;Datasheet/diodes/standard-recovery/SE07PB/SE07PB.zip
SE07PD;Enlarge;200;0.7;0.865;20;;175;SMP (DO-220AA);Single;;No;image/diodes/98361.png;Datasheet/diodes/standard-recovery/SE07PD/SE07PD.pdf;Datasheet/diodes/standard-recovery/SE07PD/SE07PD.zip
SE07PG;Enlarge;400;0.7;0.865;20;;175;SMP (DO-220AA);Single;;No;image/diodes/98361.png;Datasheet/diodes/standard-recovery/SE07PG/SE07PG.pdf;Datasheet/diodes/standard-recovery/SE07PG/SE07PG.zip
SE07PJ;Enlarge;600;0.7;0.865;20;;175;SMP (DO-220AA);Single;;No;image/diodes/98396.png;Datasheet/diodes/standard-recovery/SE07PJ/SE07PJ.pdf;Datasheet/diodes/standard-recovery/SE07PJ/SE07PJ.zip
SE100PWB;Enlarge;100;10;0.93;125;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/98396.png;Datasheet/diodes/standard-recovery/SE100PWB/SE100PWB.pdf;Datasheet/diodes/standard-recovery/SE100PWB/SE100PWB.zip
SE100PWD;Enlarge;200;10;0.93;125;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/89983.png;Datasheet/diodes/standard-recovery/SE100PWD/SE100PWD.pdf;Datasheet/diodes/standard-recovery/SE100PWD/SE100PWD.zip
SE100PWG;Enlarge;400;10;0.93;125;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/89983.png;Datasheet/diodes/standard-recovery/SE100PWG/SE100PWG.pdf;Datasheet/diodes/standard-recovery/SE100PWG/SE100PWG.zip
SE100PWJ;Enlarge;600;10;0.93;125;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/89983.png;Datasheet/diodes/standard-recovery/SE100PWJ/SE100PWJ.pdf;Datasheet/diodes/standard-recovery/SE100PWJ/SE100PWJ.zip
SE100PWTG;Enlarge;400;10;0.93;125;;175;SlimDPAK 2L;Single;;Yes;image/diodes/89983.png;Datasheet/diodes/standard-recovery/SE100PWTG/SE100PWTG.pdf;Datasheet/diodes/standard-recovery/SE100PWTG/SE100PWTG.zip
SE100PWTJ;Enlarge;600;10;0.93;125;;175;SlimDPAK 2L;Single;;Yes;image/diodes/87486.png;Datasheet/diodes/standard-recovery/SE100PWTJ/SE100PWTJ.pdf;Datasheet/diodes/standard-recovery/SE100PWTJ/SE100PWTJ.zip
SE100PWTLG;Enlarge;400;10;0.78;150;;175;SlimDPAK 2L;Single;;Yes;image/diodes/87486.png;Datasheet/diodes/standard-recovery/SE100PWTLG/SE100PWTLG.pdf;None
SE100PWTLJ;Enlarge;600;10;0.78;150;;175;SlimDPAK 2L;Single;;Yes;image/diodes/98191.png;Datasheet/diodes/standard-recovery/SE100PWTLJ/SE100PWTLJ.pdf;None
SE10DB;Enlarge;100;10;0.96;110;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98191.png;Datasheet/diodes/standard-recovery/SE10DB/SE10DB.pdf;Datasheet/diodes/standard-recovery/SE10DB/SE10DB.zip
SE10DD;Enlarge;200;10;0.96;110;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98231.png;Datasheet/diodes/standard-recovery/SE10DD/SE10DD.pdf;Datasheet/diodes/standard-recovery/SE10DD/SE10DD.zip
SE10DG;Enlarge;400;10;0.96;110;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98231.png;Datasheet/diodes/standard-recovery/SE10DG/SE10DG.pdf;Datasheet/diodes/standard-recovery/SE10DG/SE10DG.zip
SE10DJ;Enlarge;600;10;0.96;110;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87722.png;Datasheet/diodes/standard-recovery/SE10DJ/SE10DJ.pdf;Datasheet/diodes/standard-recovery/SE10DJ/SE10DJ.zip
SE10DLG;Enlarge;400;10;0.83;150;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87722.png;Datasheet/diodes/standard-recovery/SE10DLG/SE10DLG.pdf;None
SE10DLJ;Enlarge;600;10;0.83;150;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87722.png;Datasheet/diodes/standard-recovery/SE10DLJ/SE10DLJ.pdf;None
SE10DTG;Enlarge;400;10;0.96;110;;175;SMPD 2L;Single;;Yes;image/diodes/89024.png;Datasheet/diodes/standard-recovery/SE10DTG/SE10DTG.pdf;None
SE10DTJ;Enlarge;600;10;0.96;110;;175;SMPD 2L;Single;;Yes;image/diodes/89024.png;Datasheet/diodes/standard-recovery/SE10DTJ/SE10DTJ.pdf;None
SE10DTLG;Enlarge;400;10;0.83;150;;175;SMPD 2L;Single;;Yes;image/diodes/89024.png;Datasheet/diodes/standard-recovery/SE10DTLG/SE10DTLG.pdf;None
SE10DTLJ;Enlarge;600;10;0.83;150;;175;SMPD 2L;Single;;Yes;image/diodes/89024.png;Datasheet/diodes/standard-recovery/SE10DTLJ/SE10DTLJ.pdf;None
SE10FD;Enlarge;200;1;0.85;25;;175;SMF (DO-219AB);Single;;Yes;image/diodes/89984.png;Datasheet/diodes/standard-recovery/SE10FD/SE10FD.pdf;Datasheet/diodes/standard-recovery/SE10FD/SE10FD.zip
SE10FG;Enlarge;400;1;0.85;25;;175;SMF (DO-219AB);Single;;Yes;image/diodes/89984.png;Datasheet/diodes/standard-recovery/SE10FG/SE10FG.pdf;Datasheet/diodes/standard-recovery/SE10FG/SE10FG.zip
SE10FJ;Enlarge;600;1;0.85;25;;175;SMF (DO-219AB);Single;;Yes;image/diodes/89984.png;Datasheet/diodes/standard-recovery/SE10FJ/SE10FJ.pdf;Datasheet/diodes/standard-recovery/SE10FJ/SE10FJ.zip
SE10PB;Enlarge;100;1;0.86;25;;175;SMP (DO-220AA);Single;;Yes;image/diodes/89984.png;Datasheet/diodes/standard-recovery/SE10PB/SE10PB.pdf;Datasheet/diodes/standard-recovery/SE10PB/SE10PB.zip
SE10PD;Enlarge;200;1;0.86;25;;175;SMP (DO-220AA);Single;;Yes;image/diodes/87487.png;Datasheet/diodes/standard-recovery/SE10PD/SE10PD.pdf;Datasheet/diodes/standard-recovery/SE10PD/SE10PD.zip
SE10PG;Enlarge;400;1;0.86;25;;175;SMP (DO-220AA);Single;;Yes;image/diodes/87487.png;Datasheet/diodes/standard-recovery/SE10PG/SE10PG.pdf;Datasheet/diodes/standard-recovery/SE10PG/SE10PG.zip
SE10PJ;Enlarge;600;1;0.86;25;;175;SMP (DO-220AA);Single;;Yes;image/diodes/98230.png;Datasheet/diodes/standard-recovery/SE10PJ/SE10PJ.pdf;Datasheet/diodes/standard-recovery/SE10PJ/SE10PJ.zip
SE12DB;Enlarge;100;12;0.96;125;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98230.png;Datasheet/diodes/standard-recovery/SE12DB/SE12DB.pdf;Datasheet/diodes/standard-recovery/SE12DB/SE12DB.zip
SE12DD;Enlarge;200;12;0.96;125;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98232.png;Datasheet/diodes/standard-recovery/SE12DD/SE12DD.pdf;Datasheet/diodes/standard-recovery/SE12DD/SE12DD.zip
SE12DG;Enlarge;400;12;0.96;125;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98232.png;Datasheet/diodes/standard-recovery/SE12DG/SE12DG.pdf;Datasheet/diodes/standard-recovery/SE12DG/SE12DG.zip
SE12DJ;Enlarge;600;12;0.96;125;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87723.png;Datasheet/diodes/standard-recovery/SE12DJ/SE12DJ.pdf;Datasheet/diodes/standard-recovery/SE12DJ/SE12DJ.zip
SE12DLG;Enlarge;400;12;0.83;165;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87723.png;Datasheet/diodes/standard-recovery/SE12DLG/SE12DLG.pdf;None
SE12DLJ;Enlarge;600;12;0.83;165;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87723.png;Datasheet/diodes/standard-recovery/SE12DLJ/SE12DLJ.pdf;None
SE12DTG;Enlarge;400;12;0.96;125;;175;SMPD 2L;Single;;Yes;image/diodes/89025.png;Datasheet/diodes/standard-recovery/SE12DTG/SE12DTG.pdf;None
SE12DTJ;Enlarge;600;12;0.96;125;;175;SMPD 2L;Single;;Yes;image/diodes/89025.png;Datasheet/diodes/standard-recovery/SE12DTJ/SE12DTJ.pdf;None
SE12DTLG;Enlarge;400;12;0.83;165;;175;SMPD 2L;Single;;Yes;image/diodes/89025.png;Datasheet/diodes/standard-recovery/SE12DTLG/SE12DTLG.pdf;None
SE12DTLJ;Enlarge;600;12;0.83;165;;175;SMPD 2L;Single;;Yes;image/diodes/89025.png;Datasheet/diodes/standard-recovery/SE12DTLJ/SE12DTLJ.pdf;None
SE15FD;Enlarge;200;1.5;0.86;30;;175;SMF (DO-219AB);Single;;Yes;image/diodes/89954.png;Datasheet/diodes/standard-recovery/SE15FD/SE15FD.pdf;Datasheet/diodes/standard-recovery/SE15FD/SE15FD.zip
SE15FG;Enlarge;400;1.5;0.86;30;;175;SMF (DO-219AB);Single;;Yes;image/diodes/89954.png;Datasheet/diodes/standard-recovery/SE15FG/SE15FG.pdf;Datasheet/diodes/standard-recovery/SE15FG/SE15FG.zip
SE15FJ;Enlarge;600;1.5;0.86;30;;175;SMF (DO-219AB);Single;;Yes;image/diodes/89954.png;Datasheet/diodes/standard-recovery/SE15FJ/SE15FJ.pdf;Datasheet/diodes/standard-recovery/SE15FJ/SE15FJ.zip
SE15PB;Enlarge;100;1.5;0.868;30;;175;SMP (DO-220AA);Single;;Yes;image/diodes/89954.png;Datasheet/diodes/standard-recovery/SE15PB/SE15PB.pdf;Datasheet/diodes/standard-recovery/SE15PB/SE15PB.zip
