Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
DFL1508S;Enlarge;1.5;1.1;50;800;150;DFS low profile;Quad;image/diodes/88874.png;Datasheet/diodes/bridge/DFL1508S/DFL1508S.pdf;Datasheet/diodes/bridge/DFL1508S/DFL1508S.zip
DFL1510S;Enlarge;1.5;1.1;50;1000;150;DFS low profile;Quad;image/diodes/88874.png;Datasheet/diodes/bridge/DFL1510S/DFL1510S.pdf;Datasheet/diodes/bridge/DFL1510S/DFL1510S.zip
EDF1AM;Enlarge;1;1.05;50;50;150;DFM;Quad;image/diodes/88577.png;Datasheet/diodes/bridge/EDF1AM/EDF1AM.pdf;Datasheet/diodes/bridge/EDF1AM/EDF1AM.zip
EDF1AS;Enlarge;1;1.05;50;50;150;DFS;Quad;image/diodes/88578.png;Datasheet/diodes/bridge/EDF1AS/EDF1AS.pdf;Datasheet/diodes/bridge/EDF1AS/EDF1AS.zip
EDF1BM;Enlarge;1;1.05;50;100;150;DFM;Quad;image/diodes/88577.png;Datasheet/diodes/bridge/EDF1BM/EDF1BM.pdf;Datasheet/diodes/bridge/EDF1BM/EDF1BM.zip
EDF1BS;Enlarge;1;1.05;50;100;150;DFS;Quad;image/diodes/88578.png;Datasheet/diodes/bridge/EDF1BS/EDF1BS.pdf;Datasheet/diodes/bridge/EDF1BS/EDF1BS.zip
EDF1CM;Enlarge;1;1.05;50;150;150;DFM;Quad;image/diodes/88577.png;Datasheet/diodes/bridge/EDF1CM/EDF1CM.pdf;Datasheet/diodes/bridge/EDF1CM/EDF1CM.zip
EDF1CS;Enlarge;1;1.05;50;150;150;DFS;Quad;image/diodes/88578.png;Datasheet/diodes/bridge/EDF1CS/EDF1CS.pdf;Datasheet/diodes/bridge/EDF1CS/EDF1CS.zip
EDF1DM;Enlarge;1;1.05;50;200;150;DFM;Quad;image/diodes/88577.png;Datasheet/diodes/bridge/EDF1DM/EDF1DM.pdf;Datasheet/diodes/bridge/EDF1DM/EDF1DM.zip
EDF1DS;Enlarge;1;1.05;50;200;150;DFS;Quad;image/diodes/88578.png;Datasheet/diodes/bridge/EDF1DS/EDF1DS.pdf;Datasheet/diodes/bridge/EDF1DS/EDF1DS.zip
G3SBA20;Enlarge;4;1.0;80;200;150;GBU;In-line;image/diodes/88606.png;Datasheet/diodes/bridge/G3SBA20/G3SBA20.pdf;Datasheet/diodes/bridge/G3SBA20/G3SBA20.zip
G3SBA60;Enlarge;4;1.0;80;600;150;GBU;In-line;image/diodes/88606.png;Datasheet/diodes/bridge/G3SBA60/G3SBA60.pdf;Datasheet/diodes/bridge/G3SBA60/G3SBA60.zip
G3SBA80;Enlarge;4;1.0;80;800;150;GBU;In-line;image/diodes/88606.png;Datasheet/diodes/bridge/G3SBA80/G3SBA80.pdf;Datasheet/diodes/bridge/G3SBA80/G3SBA80.zip
G5SBA20;Enlarge;6;1.05;150;800;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA20/G5SBA20.pdf;Datasheet/diodes/bridge/G5SBA20/G5SBA20.zip
G5SBA20;Enlarge;6;1.05;150;200;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA20/G5SBA20.pdf;Datasheet/diodes/bridge/G5SBA20/G5SBA20.zip
G5SBA20;Enlarge;6;1.05;150;600;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA20/G5SBA20.pdf;Datasheet/diodes/bridge/G5SBA20/G5SBA20.zip
G5SBA60;Enlarge;6;1.05;150;800;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA60/G5SBA60.pdf;Datasheet/diodes/bridge/G5SBA60/G5SBA60.zip
G5SBA60;Enlarge;6;1.05;150;200;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA60/G5SBA60.pdf;Datasheet/diodes/bridge/G5SBA60/G5SBA60.zip
G5SBA60;Enlarge;6;1.05;150;600;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA60/G5SBA60.pdf;Datasheet/diodes/bridge/G5SBA60/G5SBA60.zip
G5SBA80;Enlarge;6;1.05;150;800;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA80/G5SBA80.pdf;Datasheet/diodes/bridge/G5SBA80/G5SBA80.zip
G5SBA80;Enlarge;6;1.05;150;200;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA80/G5SBA80.pdf;Datasheet/diodes/bridge/G5SBA80/G5SBA80.zip
G5SBA80;Enlarge;6;1.05;150;600;150;GBU;In-line;image/diodes/88608.png;Datasheet/diodes/bridge/G5SBA80/G5SBA80.pdf;Datasheet/diodes/bridge/G5SBA80/G5SBA80.zip
GBL005E;Enlarge;4;1.0;150;50;150;GBL;In-line;image/diodes/98472.png;Datasheet/diodes/bridge/GBL005E/GBL005E.pdf;Datasheet/diodes/bridge/GBL005E/GBL005E.zip
GBL01E;Enlarge;4;1.0;150;100;150;GBL;In-line;image/diodes/98472.png;Datasheet/diodes/bridge/GBL01E/GBL01E.pdf;Datasheet/diodes/bridge/GBL01E/GBL01E.zip
GBL02E;Enlarge;4;1.0;150;200;150;GBL;In-line;image/diodes/98472.png;Datasheet/diodes/bridge/GBL02E/GBL02E.pdf;Datasheet/diodes/bridge/GBL02E/GBL02E.zip
GBL04E;Enlarge;4;1.0;150;400;150;GBL;In-line;image/diodes/98472.png;Datasheet/diodes/bridge/GBL04E/GBL04E.pdf;Datasheet/diodes/bridge/GBL04E/GBL04E.zip
GBL06E;Enlarge;4;1.0;150;600;150;GBL;In-line;image/diodes/98472.png;Datasheet/diodes/bridge/GBL06E/GBL06E.pdf;Datasheet/diodes/bridge/GBL06E/GBL06E.zip
GBL08E;Enlarge;4;1.0;150;800;150;GBL;In-line;image/diodes/98472.png;Datasheet/diodes/bridge/GBL08E/GBL08E.pdf;Datasheet/diodes/bridge/GBL08E/GBL08E.zip
GBL10E;Enlarge;4;1.0;150;1000;150;GBL;In-line;image/diodes/98472.png;Datasheet/diodes/bridge/GBL10E/GBL10E.pdf;Datasheet/diodes/bridge/GBL10E/GBL10E.zip
GBPC12;Enlarge;12;1.1;200;50;150;GBPC;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC12/GBPC12.pdf;Datasheet/diodes/bridge/GBPC12/GBPC12.zip
GBPC12;Enlarge;12;1.1;200;50;150;GBPC-W;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC12/GBPC12.pdf;Datasheet/diodes/bridge/GBPC12/GBPC12.zip
GBPC15;Enlarge;15;1.1;300;50;150;GBPC;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC15/GBPC15.pdf;Datasheet/diodes/bridge/GBPC15/GBPC15.zip
GBPC15;Enlarge;15;1.1;300;50;150;GBPC-W;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC15/GBPC15.pdf;Datasheet/diodes/bridge/GBPC15/GBPC15.zip
GBPC25;Enlarge;25;1.1;300;50;150;GBPC-W;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC25/GBPC25.pdf;Datasheet/diodes/bridge/GBPC25/GBPC25.zip
GBPC25;Enlarge;25;1.1;300;50;150;GBPC;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC25/GBPC25.pdf;Datasheet/diodes/bridge/GBPC25/GBPC25.zip
GBPC35;Enlarge;35;1.1;400;50;150;GBPC;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC35/GBPC35.pdf;Datasheet/diodes/bridge/GBPC35/GBPC35.zip
GBPC35;Enlarge;35;1.1;400;50;150;GBPC-W;Quad;image/diodes/88612.png;Datasheet/diodes/bridge/GBPC35/GBPC35.pdf;Datasheet/diodes/bridge/GBPC35/GBPC35.zip
GBPC6005;Enlarge;6;1.0;175;50;150;GBPC6;Quad;image/diodes/88613.png;Datasheet/diodes/bridge/GBPC6005/GBPC6005.pdf;Datasheet/diodes/bridge/GBPC6005/GBPC6005.zip
GBPC601;Enlarge;6;1.0;175;100;150;GBPC6;Quad;image/diodes/88613.png;Datasheet/diodes/bridge/GBPC601/GBPC601.pdf;Datasheet/diodes/bridge/GBPC601/GBPC601.zip
GBPC602;Enlarge;6;1.0;175;200;150;GBPC6;Quad;image/diodes/88613.png;Datasheet/diodes/bridge/GBPC602/GBPC602.pdf;Datasheet/diodes/bridge/GBPC602/GBPC602.zip
GBPC604;Enlarge;6;1.0;175;400;150;GBPC6;Quad;image/diodes/88613.png;Datasheet/diodes/bridge/GBPC604/GBPC604.pdf;Datasheet/diodes/bridge/GBPC604/GBPC604.zip
GBPC606;Enlarge;6;1.0;175;600;150;GBPC6;Quad;image/diodes/88613.png;Datasheet/diodes/bridge/GBPC606/GBPC606.pdf;Datasheet/diodes/bridge/GBPC606/GBPC606.zip
GBPC608;Enlarge;6;1.0;175;800;150;GBPC6;Quad;image/diodes/88613.png;Datasheet/diodes/bridge/GBPC608/GBPC608.pdf;Datasheet/diodes/bridge/GBPC608/GBPC608.zip
GBPC610;Enlarge;6;1.0;175;1000;150;GBPC6;Quad;image/diodes/88613.png;Datasheet/diodes/bridge/GBPC610/GBPC610.pdf;Datasheet/diodes/bridge/GBPC610/GBPC610.zip
GBU25H08;Enlarge;25;0.86;350;800;175;GBU;In-line;image/diodes/98192.png;Datasheet/diodes/bridge/GBU25H08/GBU25H08.pdf;None
GBU4A;Enlarge;4;1.0;150;50;150;GBU;In-line;image/diodes/88614.png;Datasheet/diodes/bridge/GBU4A/GBU4A.pdf;Datasheet/diodes/bridge/GBU4A/GBU4A.zip
GBU4B;Enlarge;4;1.0;150;100;150;GBU;In-line;image/diodes/88614.png;Datasheet/diodes/bridge/GBU4B/GBU4B.pdf;Datasheet/diodes/bridge/GBU4B/GBU4B.zip
GBU4D;Enlarge;4;1.0;150;200;150;GBU;In-line;image/diodes/88614.png;Datasheet/diodes/bridge/GBU4D/GBU4D.pdf;Datasheet/diodes/bridge/GBU4D/GBU4D.zip
GBU4G;Enlarge;4;1.0;150;400;150;GBU;In-line;image/diodes/88614.png;Datasheet/diodes/bridge/GBU4G/GBU4G.pdf;Datasheet/diodes/bridge/GBU4G/GBU4G.zip
GBU4J;Enlarge;4;1.0;150;600;150;GBU;In-line;image/diodes/88614.png;Datasheet/diodes/bridge/GBU4J/GBU4J.pdf;Datasheet/diodes/bridge/GBU4J/GBU4J.zip
GBU4K;Enlarge;4;1.0;150;800;150;GBU;In-line;image/diodes/88614.png;Datasheet/diodes/bridge/GBU4K/GBU4K.pdf;Datasheet/diodes/bridge/GBU4K/GBU4K.zip
GBU4M;Enlarge;4;1.0;150;1000;150;GBU;In-line;image/diodes/88614.png;Datasheet/diodes/bridge/GBU4M/GBU4M.pdf;Datasheet/diodes/bridge/GBU4M/GBU4M.zip
GBU6A;Enlarge;6;1.0;175;200;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6A/GBU6A.pdf;Datasheet/diodes/bridge/GBU6A/GBU6A.zip
GBU6A;Enlarge;6;1.0;175;800;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6A/GBU6A.pdf;Datasheet/diodes/bridge/GBU6A/GBU6A.zip
GBU6A;Enlarge;6;1.0;175;50;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6A/GBU6A.pdf;Datasheet/diodes/bridge/GBU6A/GBU6A.zip
GBU6A;Enlarge;6;1.0;175;400;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6A/GBU6A.pdf;Datasheet/diodes/bridge/GBU6A/GBU6A.zip
GBU6A;Enlarge;6;1.0;175;1000;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6A/GBU6A.pdf;Datasheet/diodes/bridge/GBU6A/GBU6A.zip
GBU6A;Enlarge;6;1.0;175;100;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6A/GBU6A.pdf;Datasheet/diodes/bridge/GBU6A/GBU6A.zip
GBU6A;Enlarge;6;1.0;175;600;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6A/GBU6A.pdf;Datasheet/diodes/bridge/GBU6A/GBU6A.zip
GBU6B;Enlarge;6;1.0;175;400;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6B/GBU6B.pdf;Datasheet/diodes/bridge/GBU6B/GBU6B.zip
GBU6B;Enlarge;6;1.0;175;1000;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6B/GBU6B.pdf;Datasheet/diodes/bridge/GBU6B/GBU6B.zip
GBU6B;Enlarge;6;1.0;175;100;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6B/GBU6B.pdf;Datasheet/diodes/bridge/GBU6B/GBU6B.zip
GBU6B;Enlarge;6;1.0;175;600;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6B/GBU6B.pdf;Datasheet/diodes/bridge/GBU6B/GBU6B.zip
GBU6B;Enlarge;6;1.0;175;200;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6B/GBU6B.pdf;Datasheet/diodes/bridge/GBU6B/GBU6B.zip
GBU6B;Enlarge;6;1.0;175;800;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6B/GBU6B.pdf;Datasheet/diodes/bridge/GBU6B/GBU6B.zip
GBU6B;Enlarge;6;1.0;175;50;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6B/GBU6B.pdf;Datasheet/diodes/bridge/GBU6B/GBU6B.zip
GBU6D;Enlarge;6;1.0;175;200;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6D/GBU6D.pdf;Datasheet/diodes/bridge/GBU6D/GBU6D.zip
GBU6D;Enlarge;6;1.0;175;800;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6D/GBU6D.pdf;Datasheet/diodes/bridge/GBU6D/GBU6D.zip
GBU6D;Enlarge;6;1.0;175;50;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6D/GBU6D.pdf;Datasheet/diodes/bridge/GBU6D/GBU6D.zip
GBU6D;Enlarge;6;1.0;175;400;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6D/GBU6D.pdf;Datasheet/diodes/bridge/GBU6D/GBU6D.zip
GBU6D;Enlarge;6;1.0;175;1000;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6D/GBU6D.pdf;Datasheet/diodes/bridge/GBU6D/GBU6D.zip
GBU6D;Enlarge;6;1.0;175;100;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6D/GBU6D.pdf;Datasheet/diodes/bridge/GBU6D/GBU6D.zip
GBU6D;Enlarge;6;1.0;175;600;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6D/GBU6D.pdf;Datasheet/diodes/bridge/GBU6D/GBU6D.zip
GBU6G;Enlarge;6;1.0;175;1000;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6G/GBU6G.pdf;Datasheet/diodes/bridge/GBU6G/GBU6G.zip
GBU6G;Enlarge;6;1.0;175;100;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6G/GBU6G.pdf;Datasheet/diodes/bridge/GBU6G/GBU6G.zip
GBU6G;Enlarge;6;1.0;175;600;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6G/GBU6G.pdf;Datasheet/diodes/bridge/GBU6G/GBU6G.zip
GBU6G;Enlarge;6;1.0;175;200;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6G/GBU6G.pdf;Datasheet/diodes/bridge/GBU6G/GBU6G.zip
GBU6G;Enlarge;6;1.0;175;800;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6G/GBU6G.pdf;Datasheet/diodes/bridge/GBU6G/GBU6G.zip
GBU6G;Enlarge;6;1.0;175;50;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6G/GBU6G.pdf;Datasheet/diodes/bridge/GBU6G/GBU6G.zip
GBU6G;Enlarge;6;1.0;175;400;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6G/GBU6G.pdf;Datasheet/diodes/bridge/GBU6G/GBU6G.zip
GBU6J;Enlarge;6;1.0;175;200;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6J/GBU6J.pdf;Datasheet/diodes/bridge/GBU6J/GBU6J.zip
GBU6J;Enlarge;6;1.0;175;800;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6J/GBU6J.pdf;Datasheet/diodes/bridge/GBU6J/GBU6J.zip
GBU6J;Enlarge;6;1.0;175;50;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6J/GBU6J.pdf;Datasheet/diodes/bridge/GBU6J/GBU6J.zip
GBU6J;Enlarge;6;1.0;175;400;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6J/GBU6J.pdf;Datasheet/diodes/bridge/GBU6J/GBU6J.zip
GBU6J;Enlarge;6;1.0;175;1000;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6J/GBU6J.pdf;Datasheet/diodes/bridge/GBU6J/GBU6J.zip
GBU6J;Enlarge;6;1.0;175;100;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6J/GBU6J.pdf;Datasheet/diodes/bridge/GBU6J/GBU6J.zip
GBU6J;Enlarge;6;1.0;175;600;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6J/GBU6J.pdf;Datasheet/diodes/bridge/GBU6J/GBU6J.zip
GBU6K;Enlarge;6;1.0;175;100;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6K/GBU6K.pdf;Datasheet/diodes/bridge/GBU6K/GBU6K.zip
GBU6K;Enlarge;6;1.0;175;600;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6K/GBU6K.pdf;Datasheet/diodes/bridge/GBU6K/GBU6K.zip
GBU6K;Enlarge;6;1.0;175;200;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6K/GBU6K.pdf;Datasheet/diodes/bridge/GBU6K/GBU6K.zip
GBU6K;Enlarge;6;1.0;175;800;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6K/GBU6K.pdf;Datasheet/diodes/bridge/GBU6K/GBU6K.zip
GBU6K;Enlarge;6;1.0;175;50;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6K/GBU6K.pdf;Datasheet/diodes/bridge/GBU6K/GBU6K.zip
GBU6K;Enlarge;6;1.0;175;400;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6K/GBU6K.pdf;Datasheet/diodes/bridge/GBU6K/GBU6K.zip
GBU6K;Enlarge;6;1.0;175;1000;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6K/GBU6K.pdf;Datasheet/diodes/bridge/GBU6K/GBU6K.zip
GBU6M;Enlarge;6;1.0;175;50;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6M/GBU6M.pdf;Datasheet/diodes/bridge/GBU6M/GBU6M.zip
GBU6M;Enlarge;6;1.0;175;400;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6M/GBU6M.pdf;Datasheet/diodes/bridge/GBU6M/GBU6M.zip
GBU6M;Enlarge;6;1.0;175;1000;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6M/GBU6M.pdf;Datasheet/diodes/bridge/GBU6M/GBU6M.zip
GBU6M;Enlarge;6;1.0;175;100;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6M/GBU6M.pdf;Datasheet/diodes/bridge/GBU6M/GBU6M.zip
GBU6M;Enlarge;6;1.0;175;600;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6M/GBU6M.pdf;Datasheet/diodes/bridge/GBU6M/GBU6M.zip
GBU6M;Enlarge;6;1.0;175;200;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6M/GBU6M.pdf;Datasheet/diodes/bridge/GBU6M/GBU6M.zip
GBU6M;Enlarge;6;1.0;175;800;150;GBU;In-line;image/diodes/88615.png;Datasheet/diodes/bridge/GBU6M/GBU6M.pdf;Datasheet/diodes/bridge/GBU6M/GBU6M.zip
GBU8A;Enlarge;8;1.0;200;200;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8A/GBU8A.pdf;Datasheet/diodes/bridge/GBU8A/GBU8A.zip
GBU8A;Enlarge;8;1.0;200;800;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8A/GBU8A.pdf;Datasheet/diodes/bridge/GBU8A/GBU8A.zip
GBU8A;Enlarge;8;1.0;200;50;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8A/GBU8A.pdf;Datasheet/diodes/bridge/GBU8A/GBU8A.zip
GBU8A;Enlarge;8;1.0;200;400;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8A/GBU8A.pdf;Datasheet/diodes/bridge/GBU8A/GBU8A.zip
GBU8A;Enlarge;8;1.0;200;1000;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8A/GBU8A.pdf;Datasheet/diodes/bridge/GBU8A/GBU8A.zip
GBU8A;Enlarge;8;1.0;200;100;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8A/GBU8A.pdf;Datasheet/diodes/bridge/GBU8A/GBU8A.zip
GBU8A;Enlarge;8;1.0;200;600;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8A/GBU8A.pdf;Datasheet/diodes/bridge/GBU8A/GBU8A.zip
GBU8B;Enlarge;8;1.0;200;400;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8B/GBU8B.pdf;Datasheet/diodes/bridge/GBU8B/GBU8B.zip
GBU8B;Enlarge;8;1.0;200;1000;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8B/GBU8B.pdf;Datasheet/diodes/bridge/GBU8B/GBU8B.zip
GBU8B;Enlarge;8;1.0;200;100;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8B/GBU8B.pdf;Datasheet/diodes/bridge/GBU8B/GBU8B.zip
GBU8B;Enlarge;8;1.0;200;600;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8B/GBU8B.pdf;Datasheet/diodes/bridge/GBU8B/GBU8B.zip
GBU8B;Enlarge;8;1.0;200;200;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8B/GBU8B.pdf;Datasheet/diodes/bridge/GBU8B/GBU8B.zip
GBU8B;Enlarge;8;1.0;200;800;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8B/GBU8B.pdf;Datasheet/diodes/bridge/GBU8B/GBU8B.zip
GBU8B;Enlarge;8;1.0;200;50;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8B/GBU8B.pdf;Datasheet/diodes/bridge/GBU8B/GBU8B.zip
GBU8D;Enlarge;8;1.0;200;200;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8D/GBU8D.pdf;Datasheet/diodes/bridge/GBU8D/GBU8D.zip
GBU8D;Enlarge;8;1.0;200;800;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8D/GBU8D.pdf;Datasheet/diodes/bridge/GBU8D/GBU8D.zip
GBU8D;Enlarge;8;1.0;200;50;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8D/GBU8D.pdf;Datasheet/diodes/bridge/GBU8D/GBU8D.zip
GBU8D;Enlarge;8;1.0;200;400;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8D/GBU8D.pdf;Datasheet/diodes/bridge/GBU8D/GBU8D.zip
GBU8D;Enlarge;8;1.0;200;1000;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8D/GBU8D.pdf;Datasheet/diodes/bridge/GBU8D/GBU8D.zip
GBU8D;Enlarge;8;1.0;200;100;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8D/GBU8D.pdf;Datasheet/diodes/bridge/GBU8D/GBU8D.zip
GBU8D;Enlarge;8;1.0;200;600;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8D/GBU8D.pdf;Datasheet/diodes/bridge/GBU8D/GBU8D.zip
GBU8G;Enlarge;8;1.0;200;1000;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8G/GBU8G.pdf;Datasheet/diodes/bridge/GBU8G/GBU8G.zip
GBU8G;Enlarge;8;1.0;200;100;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8G/GBU8G.pdf;Datasheet/diodes/bridge/GBU8G/GBU8G.zip
GBU8G;Enlarge;8;1.0;200;600;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8G/GBU8G.pdf;Datasheet/diodes/bridge/GBU8G/GBU8G.zip
GBU8G;Enlarge;8;1.0;200;200;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8G/GBU8G.pdf;Datasheet/diodes/bridge/GBU8G/GBU8G.zip
GBU8G;Enlarge;8;1.0;200;800;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8G/GBU8G.pdf;Datasheet/diodes/bridge/GBU8G/GBU8G.zip
GBU8G;Enlarge;8;1.0;200;50;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8G/GBU8G.pdf;Datasheet/diodes/bridge/GBU8G/GBU8G.zip
GBU8G;Enlarge;8;1.0;200;400;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8G/GBU8G.pdf;Datasheet/diodes/bridge/GBU8G/GBU8G.zip
GBU8J;Enlarge;8;1.0;200;200;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8J/GBU8J.pdf;Datasheet/diodes/bridge/GBU8J/GBU8J.zip
GBU8J;Enlarge;8;1.0;200;800;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8J/GBU8J.pdf;Datasheet/diodes/bridge/GBU8J/GBU8J.zip
GBU8J;Enlarge;8;1.0;200;50;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8J/GBU8J.pdf;Datasheet/diodes/bridge/GBU8J/GBU8J.zip
GBU8J;Enlarge;8;1.0;200;400;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8J/GBU8J.pdf;Datasheet/diodes/bridge/GBU8J/GBU8J.zip
GBU8J;Enlarge;8;1.0;200;1000;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8J/GBU8J.pdf;Datasheet/diodes/bridge/GBU8J/GBU8J.zip
