Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-20MQ060-M3;Enlarge;60;2;0.68;40;7.5 at 125 °C;150;SMA (DO-214AC);Single;No;image/diodes\96546.png;Datasheet\diodes\VS-20MQ060-M3\VS-20MQ060-M3.pdf;Datasheet\diodes\VS-20MQ060-M3\VS-20MQ060-M3.zip
VS-20MQ060HM3;Enlarge;60;2;0.68;40;7.5 at 125 °C;150;SMA (DO-214AC);Single;Yes;image/diodes\96263.png;Datasheet\diodes\VS-20MQ060HM3\VS-20MQ060HM3.pdf;Datasheet\diodes\VS-20MQ060HM3\VS-20MQ060HM3.zip
VS-20MQ060NTRPbF;Enlarge;60;2;See datasheet;40;7.5 at 125 °C;150;SMA (DO-214AC);Single;No;image/diodes\94931.png;Datasheet\diodes\VS-20MQ060NTRPbF\VS-20MQ060NTRPbF.pdf;Datasheet\diodes\VS-20MQ060NTRPbF\VS-20MQ060NTRPbF.zip
VS-20MQ100-M3;Enlarge;100;2;0.72;120;1 at 125 °C;150;SMA (DO-214AC);Single;No;image/diodes\96309.png;Datasheet\diodes\VS-20MQ100-M3\VS-20MQ100-M3.pdf;Datasheet\diodes\VS-20MQ100-M3\VS-20MQ100-M3.zip
VS-20MQ100HM3;Enlarge;100;2;0.72;120;1 at 125 °C;150;SMA (DO-214AC);Single;Yes;image/diodes\96546.png;Datasheet\diodes\VS-20MQ100HM3\VS-20MQ100HM3.pdf;Datasheet\diodes\VS-20MQ100HM3\VS-20MQ100HM3.zip
VS-20MQ100NTRPbF;Enlarge;100;2;0.72;120;1 at 125 °C;150;SMA (DO-214AC);Single;No;image/diodes\94930.png;Datasheet\diodes\VS-20MQ100NTRPbF\VS-20MQ100NTRPbF.pdf;Datasheet\diodes\VS-20MQ100NTRPbF\VS-20MQ100NTRPbF.zip
VS-20TQ035-M3;Enlarge;35;20;0.51;1800;105 at 125 °C;150;TO-220AC 2L;Single;No;image/diodes\94930.png;Datasheet\diodes\VS-20TQ035-M3\VS-20TQ035-M3.pdf;Datasheet\diodes\VS-20TQ035-M3\VS-20TQ035-M3.zip
VS-20TQ035S-M3;Enlarge;35;20;0.51;1800;105 at 125 °C;150;D2PAK (TO-263AB);Single;No;image/diodes\94930.png;Datasheet\diodes\VS-20TQ035S-M3\VS-20TQ035S-M3.pdf;Datasheet\diodes\VS-20TQ035S-M3\VS-20TQ035S-M3.zip
VS-20TQ035SHM3;Enlarge;35;20;0.51;1800;105 at 125 °C;150;D2PAK (TO-263AB);Single;Yes;image/diodes\94930.png;Datasheet\diodes\VS-20TQ035SHM3\VS-20TQ035SHM3.pdf;Datasheet\diodes\VS-20TQ035SHM3\VS-20TQ035SHM3.zip
VS-20TQ035THN3;Enlarge;35;20;0.51;1800;105 at 125 °C;150;TO-220AC 2L;Single;Yes;image/diodes\94930.png;Datasheet\diodes\VS-20TQ035THN3\VS-20TQ035THN3.pdf;Datasheet\diodes\VS-20TQ035THN3\VS-20TQ035THN3.zip
VS-20TQ040-M3;Enlarge;40;20;0.51;1800;105 at 125 °C;150;TO-220AC 2L;Single;No;image/diodes\94930.png;Datasheet\diodes\VS-20TQ040-M3\VS-20TQ040-M3.pdf;Datasheet\diodes\VS-20TQ040-M3\VS-20TQ040-M3.zip
VS-20TQ040S-M3;Enlarge;40;20;0.51;1800;105 at 125 °C;150;D2PAK (TO-263AB);Single;No;image/diodes\96274.png;Datasheet\diodes\VS-20TQ040S-M3\VS-20TQ040S-M3.pdf;Datasheet\diodes\VS-20TQ040S-M3\VS-20TQ040S-M3.zip
VS-20TQ040SHM3;Enlarge;40;20;0.51;1800;105 at 125 °C;150;D2PAK (TO-263AB);Single;Yes;image/diodes\96274.png;Datasheet\diodes\VS-20TQ040SHM3\VS-20TQ040SHM3.pdf;Datasheet\diodes\VS-20TQ040SHM3\VS-20TQ040SHM3.zip
VS-20TQ040THN3;Enlarge;40;20;0.51;1800;105 at 125 °C;150;TO-220AC 2L;Single;Yes;image/diodes\96274.png;Datasheet\diodes\VS-20TQ040THN3\VS-20TQ040THN3.pdf;Datasheet\diodes\VS-20TQ040THN3\VS-20TQ040THN3.zip
VS-20TQ045-M3;Enlarge;45;20;0.51;1800;105 at 125 °C;150;TO-220AC 2L;Single;No;image/diodes\96847.png;Datasheet\diodes\VS-20TQ045-M3\VS-20TQ045-M3.pdf;Datasheet\diodes\VS-20TQ045-M3\VS-20TQ045-M3.zip
VS-20TQ045S-M3;Enlarge;45;20;0.51;1800;105 at 125 °C;150;D2PAK (TO-263AB);Single;No;image/diodes\96847.png;Datasheet\diodes\VS-20TQ045S-M3\VS-20TQ045S-M3.pdf;Datasheet\diodes\VS-20TQ045S-M3\VS-20TQ045S-M3.zip
VS-20TQ045SHM3;Enlarge;45;20;0.51;1800;105 at 125 °C;150;D2PAK (TO-263AB);Single;Yes;image/diodes\96847.png;Datasheet\diodes\VS-20TQ045SHM3\VS-20TQ045SHM3.pdf;Datasheet\diodes\VS-20TQ045SHM3\VS-20TQ045SHM3.zip
VS-20TQ045THN3;Enlarge;45;20;0.51;1800;105 at 125 °C;150;TO-220AC 2L;Single;Yes;image/diodes\93359.png;Datasheet\diodes\VS-20TQ045THN3\VS-20TQ045THN3.pdf;Datasheet\diodes\VS-20TQ045THN3\VS-20TQ045THN3.zip
VS-25CTQ...-1-M3 Series;Enlarge;35;2 x 15;0.50;990;70 at 125 °C;150;TO-262AA;Common cathode;No;image/diodes\94842.png;Datasheet\diodes\VS-25CTQ...-1-M3 Series\VS-25CTQ...-1-M3 Series.pdf;None
VS-25CTQ...-1-M3 Series;Enlarge;40;2 x 15;0.50;990;70 at 125 °C;150;TO-262AA;Common cathode;No;image/diodes\93332.png;Datasheet\diodes\VS-25CTQ...-1-M3 Series\VS-25CTQ...-1-M3 Series.pdf;None
VS-25CTQ...-1-M3 Series;Enlarge;45;2 x 15;0.50;990;70 at 125 °C;150;TO-262AA;Common cathode;No;image/diodes\94843.png;Datasheet\diodes\VS-25CTQ...-1-M3 Series\VS-25CTQ...-1-M3 Series.pdf;None
VS-25CTQ...S-M3;Enlarge;35;2 x 15;0.50;990;70 at 125 °C;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\93330.png;Datasheet\diodes\VS-25CTQ...S-M3\VS-25CTQ...S-M3.pdf;None
VS-25CTQ...S-M3;Enlarge;40;2 x 15;0.50;990;70 at 125 °C;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\94844.png;Datasheet\diodes\VS-25CTQ...S-M3\VS-25CTQ...S-M3.pdf;None
VS-25CTQ...S-M3;Enlarge;45;2 x 15;0.50;990;70 at 125 °C;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\93360.png;Datasheet\diodes\VS-25CTQ...S-M3\VS-25CTQ...S-M3.pdf;None
VS-25CTQ035-M3;Enlarge;25;2 x 15;0.50;990;70 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\94832.png;Datasheet\diodes\VS-25CTQ035-M3\VS-25CTQ035-M3.pdf;Datasheet\diodes\VS-25CTQ035-M3\VS-25CTQ035-M3.zip
VS-25CTQ040-M3;Enlarge;40;2 x 15;0.50;990;70 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\96480.png;Datasheet\diodes\VS-25CTQ040-M3\VS-25CTQ040-M3.pdf;None
VS-25CTQ045-M3;Enlarge;45;2 x 15;0.50;990;70 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\96480.png;Datasheet\diodes\VS-25CTQ045-M3\VS-25CTQ045-M3.pdf;None
VS-25CTQ045SLHM3;Enlarge;35;2 x 15;0.50;990;70 at 125 °C;150;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\96480.png;Datasheet\diodes\VS-25CTQ045SLHM3\VS-25CTQ045SLHM3.pdf;None
VS-25CTQ045SLHM3;Enlarge;40;2 x 15;0.50;990;70 at 125 °C;150;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\96453.png;Datasheet\diodes\VS-25CTQ045SLHM3\VS-25CTQ045SLHM3.pdf;None
VS-25CTQ045SLHM3;Enlarge;45;2 x 15;0.50;990;70 at 125 °C;150;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\96453.png;Datasheet\diodes\VS-25CTQ045SLHM3\VS-25CTQ045SLHM3.pdf;None
VS-30BQ015-M3;Enlarge;15;3;0.3;650;50 at 100 °C;125;SMC (DO-214AB);Single;No;image/diodes\96453.png;Datasheet\diodes\VS-30BQ015-M3\VS-30BQ015-M3.pdf;None
VS-30BQ015HM3;Enlarge;15;3;0.3;650;50 at 100 °C;125;SMC (DO-214AB);Single;Yes;image/diodes\96454.png;Datasheet\diodes\VS-30BQ015HM3\VS-30BQ015HM3.pdf;None
VS-30BQ040-M3;Enlarge;40;3;0.46;1600;30 at 125 °C;150;SMC (DO-214AB);Single;No;image/diodes\96454.png;Datasheet\diodes\VS-30BQ040-M3\VS-30BQ040-M3.pdf;None
VS-30BQ040HM3;Enlarge;40;3;0.46;1600;30 at 125 °C;150;SMC (DO-214AB);Single;Yes;image/diodes\96455.png;Datasheet\diodes\VS-30BQ040HM3\VS-30BQ040HM3.pdf;None
VS-30BQ060-M3;Enlarge;60;3;0.52;1200;20 at 125 °C;150;SMC (DO-214AB);Single;No;image/diodes\96455.png;Datasheet\diodes\VS-30BQ060-M3\VS-30BQ060-M3.pdf;None
VS-30BQ060HM3;Enlarge;60;3;0.52;1200;20 at 125 °C;150;SMC (DO-214AB);Single;Yes;image/diodes\94933.png;Datasheet\diodes\VS-30BQ060HM3\VS-30BQ060HM3.pdf;None
VS-30BQ100-M3;Enlarge;100;3;0.62;800;5 at 125 °C;175;SMC (DO-214AB);Single;No;image/diodes\94933.png;Datasheet\diodes\VS-30BQ100-M3\VS-30BQ100-M3.pdf;Datasheet\diodes\VS-30BQ100-M3\VS-30BQ100-M3.zip
VS-30BQ100HM3;Enlarge;100;3;0.62;;5 at 125 °C;175;SMC (DO-214AB);Single;Yes;image/diodes\94933.png;Datasheet\diodes\VS-30BQ100HM3\VS-30BQ100HM3.pdf;Datasheet\diodes\VS-30BQ100HM3\VS-30BQ100HM3.zip
VS-30CPQ...-N3 Series;Enlarge;80;2 x 15;0.67;920;7 at 125 °C;175;TO-247AC 3L;Common cathode;No;image/diodes\94938.png;Datasheet\diodes\VS-30CPQ...-N3 Series\VS-30CPQ...-N3 Series.pdf;None
VS-30CPQ...-N3 Series;Enlarge;90;2 x 15;0.67;920;7 at 125 °C;175;TO-247AC 3L;Common cathode;No;image/diodes\95804.png;Datasheet\diodes\VS-30CPQ...-N3 Series\VS-30CPQ...-N3 Series.pdf;None
VS-30CPQ...-N3 Series;Enlarge;100;2 x 15;0.67;920;7 at 125 °C;175;TO-247AC 3L;Common cathode;No;image/diodes\95804.png;Datasheet\diodes\VS-30CPQ...-N3 Series\VS-30CPQ...-N3 Series.pdf;None
VS-30CPQ0..-N3 Series;Enlarge;45;2 x 15;0.50;1020;70 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\95804.png;Datasheet\diodes\VS-30CPQ0..-N3 Series\VS-30CPQ0..-N3 Series.pdf;None
VS-30CPQ0..-N3 Series;Enlarge;35;2 x 15;0.50;1020;70 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\94850.png;Datasheet\diodes\VS-30CPQ0..-N3 Series\VS-30CPQ0..-N3 Series.pdf;None
VS-30CPQ0..-N3 Series;Enlarge;40;2 x 15;0.50;1020;70 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\94850.png;Datasheet\diodes\VS-30CPQ0..-N3 Series\VS-30CPQ0..-N3 Series.pdf;None
VS-30CPQ050-N3;Enlarge;50;2 x 15;0.56;1020;45 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\94938.png;Datasheet\diodes\VS-30CPQ050-N3\VS-30CPQ050-N3.pdf;None
VS-30CPQ060-N3;Enlarge;60;2 x 15;0.56;1020;45 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\94933.png;Datasheet\diodes\VS-30CPQ060-N3\VS-30CPQ060-N3.pdf;None
VS-30CPQ140-N3;Enlarge;140;2 x 15;0.78;1000;15 at 125 °C;175;TO-247AC 3L;Common cathode;No;image/diodes\94933.png;Datasheet\diodes\VS-30CPQ140-N3\VS-30CPQ140-N3.pdf;None
VS-30CPQ150-N3;Enlarge;150;2 x 15;0.78;1000;15 at 125 °C;175;TO-247AC 3L;Common cathode;No;image/diodes\94933.png;Datasheet\diodes\VS-30CPQ150-N3\VS-30CPQ150-N3.pdf;None
VS-30CTQ...-1-M3 Series;Enlarge;35;2 x 15;0.56;1060;15 at 125 °C;175;TO-262AA;Common cathode;No;image/diodes\95804.png;Datasheet\diodes\VS-30CTQ...-1-M3 Series\VS-30CTQ...-1-M3 Series.pdf;None
VS-30CTQ...-1-M3 Series;Enlarge;40;2 x 15;0.56;1060;15 at 125 °C;175;TO-262AA;Common cathode;No;image/diodes\95804.png;Datasheet\diodes\VS-30CTQ...-1-M3 Series\VS-30CTQ...-1-M3 Series.pdf;None
VS-30CTQ...-1-M3 Series;Enlarge;45;2 x 15;0.56;1060;15 at 125 °C;175;TO-262AA;Common cathode;No;image/diodes\95804.png;Datasheet\diodes\VS-30CTQ...-1-M3 Series\VS-30CTQ...-1-M3 Series.pdf;None
VS-30CTQ...-1-M3 Series;Enlarge;100;2 x 15;0.67;850;7.0 at 125 °C;175;TO-262AA;Common cathode;No;image/diodes\94959.png;Datasheet\diodes\VS-30CTQ...-1-M3 Series\VS-30CTQ...-1-M3 Series.pdf;None
VS-30CTQ...-1HM3 Series;Enlarge;35;2 x 15;0.56;1060;15 at 125 °C;175;TO-262AA;Common cathode;Yes;image/diodes\94959.png;Datasheet\diodes\VS-30CTQ...-1HM3 Series\VS-30CTQ...-1HM3 Series.pdf;None
VS-30CTQ...-1HM3 Series;Enlarge;40;2 x 15;0.56;1060;15 at 125 °C;175;TO-262AA;Common cathode;Yes;image/diodes\94959.png;Datasheet\diodes\VS-30CTQ...-1HM3 Series\VS-30CTQ...-1HM3 Series.pdf;None
VS-30CTQ...-1HM3 Series;Enlarge;45;2 x 15;0.56;1060;15 at 125 °C;175;TO-262AA;Common cathode;Yes;image/diodes\94934.png;Datasheet\diodes\VS-30CTQ...-1HM3 Series\VS-30CTQ...-1HM3 Series.pdf;None
VS-30CTQ...HN3 Series;Enlarge;80;2 x 15;0.67;850;7.0 at 125 °C;175;TO-220AB;Common cathode;Yes;image/diodes\94934.png;Datasheet\diodes\VS-30CTQ...HN3 Series\VS-30CTQ...HN3 Series.pdf;None
VS-30CTQ...HN3 Series;Enlarge;100;2 x 15;0.67;850;7.0 at 125 °C;175;TO-220AB;Common cathode;Yes;image/diodes\96275.png;Datasheet\diodes\VS-30CTQ...HN3 Series\VS-30CTQ...HN3 Series.pdf;None
VS-30CTQ...S-M3;Enlarge;80;2 x 15;0.67;850;7.0 at 125 °C;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96275.png;Datasheet\diodes\VS-30CTQ...S-M3\VS-30CTQ...S-M3.pdf;None
VS-30CTQ...S-M3;Enlarge;35;2 x 15;0.56;1060;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96275.png;Datasheet\diodes\VS-30CTQ...S-M3\VS-30CTQ...S-M3.pdf;None
VS-30CTQ...S-M3;Enlarge;40;2 x 15;0.56;1060;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96276.png;Datasheet\diodes\VS-30CTQ...S-M3\VS-30CTQ...S-M3.pdf;None
VS-30CTQ...S-M3;Enlarge;45;2 x 15;0.56;1060;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96276.png;Datasheet\diodes\VS-30CTQ...S-M3\VS-30CTQ...S-M3.pdf;None
VS-30CTQ...SHM3;Enlarge;45;2 x 15;0.56;1060;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\96277.png;Datasheet\diodes\VS-30CTQ...SHM3\VS-30CTQ...SHM3.pdf;None
VS-30CTQ...SHM3;Enlarge;35;2 x 15;0.56;1060;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\96671.png;Datasheet\diodes\VS-30CTQ...SHM3\VS-30CTQ...SHM3.pdf;None
VS-30CTQ...SHM3;Enlarge;40;2 x 15;0.56;1060;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\96277.png;Datasheet\diodes\VS-30CTQ...SHM3\VS-30CTQ...SHM3.pdf;None
VS-30CTQ0..HN3 Series;Enlarge;35;2 x 15;0.56;1060;15 at 125 °C;175;TO-220AC;Common cathode;Yes;image/diodes\96670.png;Datasheet\diodes\VS-30CTQ0..HN3 Series\VS-30CTQ0..HN3 Series.pdf;None
VS-30CTQ0..HN3 Series;Enlarge;40;2 x 15;0.56;1060;15 at 125 °C;175;TO-220AC;Common cathode;Yes;image/diodes\93354.png;Datasheet\diodes\VS-30CTQ0..HN3 Series\VS-30CTQ0..HN3 Series.pdf;None
VS-30CTQ0..HN3 Series;Enlarge;45;2 x 15;0.56;1060;15 at 125 °C;175;TO-220AC;Common cathode;Yes;image/diodes\94841.png;Datasheet\diodes\VS-30CTQ0..HN3 Series\VS-30CTQ0..HN3 Series.pdf;None
VS-30CTQ0.0-1-M3 Series;Enlarge;60;2 x 15;0.56;1000;45 at 125 °C;150;TO-262AA;Common cathode;No;image/diodes\93296.png;Datasheet\diodes\VS-30CTQ0.0-1-M3 Series\VS-30CTQ0.0-1-M3 Series.pdf;None
VS-30CTQ0.0S-M3;Enlarge;50;2 x 15;0.56;1000;45 at 125 °C;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\93297.png;Datasheet\diodes\VS-30CTQ0.0S-M3\VS-30CTQ0.0S-M3.pdf;None
VS-30CTQ035-M3;Enlarge;35;2 x 15;0.56;1060;15 at 125 °C;175;TO-220AB 3L;Common cathode;No;image/diodes\94733.png;Datasheet\diodes\VS-30CTQ035-M3\VS-30CTQ035-M3.pdf;None
VS-30CTQ040-M3;Enlarge;40;2 x 15;0.56;1060;15 at 125 °C;175;TO-220AB 3L;Common cathode;No;image/diodes\93298.png;Datasheet\diodes\VS-30CTQ040-M3\VS-30CTQ040-M3.pdf;None
VS-30CTQ045-M3;Enlarge;45;2 x 15;0.56;1060;15 at 125 °C;175;TO-220AB 3L;Common cathode;No;image/diodes\94732.png;Datasheet\diodes\VS-30CTQ045-M3\VS-30CTQ045-M3.pdf;None
VS-30CTQ050-M3;Enlarge;50;2 x 15;0.56;1000;45 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\93299.png;Datasheet\diodes\VS-30CTQ050-M3\VS-30CTQ050-M3.pdf;None
VS-30CTQ060-M3;Enlarge;60;2 x 15;0.56;1000;45 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\94731.png;Datasheet\diodes\VS-30CTQ060-M3\VS-30CTQ060-M3.pdf;None
VS-30CTQ080-M3;Enlarge;80;2 x 15;0.67;850;7.0 at 125 °C;175;TO-220AB 3L;Common cathode;No;image/diodes\94936.png;Datasheet\diodes\VS-30CTQ080-M3\VS-30CTQ080-M3.pdf;None
VS-30CTQ080HN3;Enlarge;80;2 x 15;0.67;850;7.0 at 125 °C;175;TO-220AB;Common cathode;Yes;image/diodes\95774.png;Datasheet\diodes\VS-30CTQ080HN3\VS-30CTQ080HN3.pdf;None
VS-30CTQ100-M3;Enlarge;100;2 x 15;0.67;850;7.0 at 125 °C;175;TO-220AB 3L;Common cathode;No;image/diodes\94936.png;Datasheet\diodes\VS-30CTQ100-M3\VS-30CTQ100-M3.pdf;None
VS-30CTQ100HN3;Enlarge;100;2 x 15;0.67;850;7.0 at 125 °C;175;TO-220AB;Common cathode;Yes;image/diodes\95774.png;Datasheet\diodes\VS-30CTQ100HN3\VS-30CTQ100HN3.pdf;None
VS-30MQ040-M3;Enlarge;40;3;0.46;330;20 at 125 °C;150;SMA (DO-214AC);Single;No;image/diodes\96278.png;Datasheet\diodes\VS-30MQ040-M3\VS-30MQ040-M3.pdf;None
VS-30MQ040HM3;Enlarge;40;3;0.46;330;20 at 125 °C;150;SMA (DO-214AC);Single;Yes;image/diodes\96278.png;Datasheet\diodes\VS-30MQ040HM3\VS-30MQ040HM3.pdf;None
VS-30WQ03FN-M3;Enlarge;30;3.5;See datasheet;535;50 at 125 °C;150;DPAK (TO-252AA);Single;No;image/diodes\96481.png;Datasheet\diodes\VS-30WQ03FN-M3\VS-30WQ03FN-M3.pdf;None
VS-30WQ04FN-M3;Enlarge;40;3.5;See datasheet;500;24 at 125 °C;150;DPAK (TO-252AA);Single;No;image/diodes\96481.png;Datasheet\diodes\VS-30WQ04FN-M3\VS-30WQ04FN-M3.pdf;None
VS-30WQ04FNHM3;Enlarge;40;3.5;See datasheet;500;24 at 125 °C;150;DPAK (TO-252AA);Single;Yes;image/diodes\96456.png;Datasheet\diodes\VS-30WQ04FNHM3\VS-30WQ04FNHM3.pdf;None
VS-30WQ06FN-M3;Enlarge;60;3.5;See datasheet;490;30 at 125 °C;150;DPAK (TO-252AA);Single;No;image/diodes\96456.png;Datasheet\diodes\VS-30WQ06FN-M3\VS-30WQ06FN-M3.pdf;None
VS-30WQ06FNHM3;Enlarge;60;3.5;See datasheet;490;30 at 125 °C;150;DPAK (TO-252AA);Single;Yes;image/diodes\96456.png;Datasheet\diodes\VS-30WQ06FNHM3\VS-30WQ06FNHM3.pdf;None
VS-30WQ10FN-M3;Enlarge;100;3.5;See datasheet;440;4.9 at 125 °C;150;DPAK (TO-252AA);Single;No;image/diodes\96457.png;Datasheet\diodes\VS-30WQ10FN-M3\VS-30WQ10FN-M3.pdf;None
VS-30WQ10FNHM3;Enlarge;100;3.5;See datasheet;440;4.9 at 125 °C;150;DPAK (TO-252AA);Single;Yes;image/diodes\96457.png;Datasheet\diodes\VS-30WQ10FNHM3\VS-30WQ10FNHM3.pdf;None
VS-32CTQ...-1-M3 Series;Enlarge;30;2 x 15;0.40;900;97 at 125°C;150;TO-262AA;Common cathode;No;image/diodes\96566.png;Datasheet\diodes\VS-32CTQ...-1-M3 Series\VS-32CTQ...-1-M3 Series.pdf;None
VS-32CTQ...-1HM3 Series;Enlarge;30;2 x 15;0.40;900;97 at 125 °C;150;TO-262AA;Common cathode;Yes;image/diodes\94935.png;Datasheet\diodes\VS-32CTQ...-1HM3 Series\VS-32CTQ...-1HM3 Series.pdf;None
VS-32CTQ...S-M3;Enlarge;25;2 x 15;0.40;900;97 at 125°C;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\96247.png;Datasheet\diodes\VS-32CTQ...S-M3\VS-32CTQ...S-M3.pdf;None
VS-32CTQ...SHM3;Enlarge;25;2 x 15;0.40;900;97 at 125 °C;150;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\96677.png;Datasheet\diodes\VS-32CTQ...SHM3\VS-32CTQ...SHM3.pdf;None
VS-32CTQ025-M3;Enlarge;25;2 x 15;0.40;900;97 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\94935.png;Datasheet\diodes\VS-32CTQ025-M3\VS-32CTQ025-M3.pdf;None
VS-32CTQ030-M3;Enlarge;30;2 x 15;0.40;900;97 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\95732.png;Datasheet\diodes\VS-32CTQ030-M3\VS-32CTQ030-M3.pdf;None
VS-40CPQ...-N3 Series;Enlarge;100;2 x 20;0.61;2950;15 at 125 °C;175;TO-247AC 3L;Common cathode;No;image/diodes\96382.png;Datasheet\diodes\VS-40CPQ...-N3 Series\VS-40CPQ...-N3 Series.pdf;None
VS-40CPQ...-N3 Series;Enlarge;80;2 x 20;0.61;2950;15 at 125 °C;175;TO-247AC 3L;Common cathode;No;image/diodes\96248.png;Datasheet\diodes\VS-40CPQ...-N3 Series\VS-40CPQ...-N3 Series.pdf;None
VS-40CPQ0..-N3 Series;Enlarge;35;2 x 20;0.43;3500;150 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\95732.png;Datasheet\diodes\VS-40CPQ0..-N3 Series\VS-40CPQ0..-N3 Series.pdf;None
VS-40CPQ0..-N3 Series;Enlarge;40;2 x 20;0.43;3500;150 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\96382.png;Datasheet\diodes\VS-40CPQ0..-N3 Series\VS-40CPQ0..-N3 Series.pdf;None
VS-40CPQ0..-N3 Series;Enlarge;45;2 x 20;0.43;3500;150 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\95733.png;Datasheet\diodes\VS-40CPQ0..-N3 Series\VS-40CPQ0..-N3 Series.pdf;None
VS-40CPQ050-N3;Enlarge;50;2 x 20;0.49;3200;96 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\96249.png;Datasheet\diodes\VS-40CPQ050-N3\VS-40CPQ050-N3.pdf;None
VS-40CPQ060-N3;Enlarge;60;2 x 20;0.49;3200;96 at 125 °C;150;TO-247AC 3L;Common cathode;No;image/diodes\95733.png;Datasheet\diodes\VS-40CPQ060-N3\VS-40CPQ060-N3.pdf;None
VS-40CPQ060HN3;Enlarge;60;2 x 20;0.49;3200;96 at 125 °C;150;TO-247AC 3L;Common cathode;Yes;image/diodes\96458.png;Datasheet\diodes\VS-40CPQ060HN3\VS-40CPQ060HN3.pdf;None
VS-40CTQ045-1-M3;Enlarge;45;2 x 20;0.48;1240;115 at 125 °C;150;TO-262AA;Common cathode;No;image/diodes\96459.png;Datasheet\diodes\VS-40CTQ045-1-M3\VS-40CTQ045-1-M3.pdf;None
VS-40CTQ045-M3;Enlarge;45;2 x 20;0.48;1240;115 at 125 °C;150;TO-220AB 3L;Common cathode;No;image/diodes\96459.png;Datasheet\diodes\VS-40CTQ045-M3\VS-40CTQ045-M3.pdf;None
VS-40CTQ045HN3;Enlarge;45;2 x 20;0.48;1240;105 at 125 °C;150;TO-220AB;Common cathode;Yes;image/diodes\94940.png;Datasheet\diodes\VS-40CTQ045HN3\VS-40CTQ045HN3.pdf;None
VS-40CTQ045S-M3;Enlarge;45;2 x 20;0.48;1240;115 at 125 °C;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\94963.png;Datasheet\diodes\VS-40CTQ045S-M3\VS-40CTQ045S-M3.pdf;None
VS-40CTQ150-1-M3;Enlarge;150;2 x 20;0.71;1500;15 at 125 °C;175;TO-262AA;Common cathode;No;image/diodes\96250.png;Datasheet\diodes\VS-40CTQ150-1-M3\VS-40CTQ150-1-M3.pdf;None
VS-40CTQ150-1HM3;Enlarge;150;2 x 20;0.71;1500;15 at 125 °C;175;TO-262AA;Common cathode;Yes;image/diodes\94940.png;Datasheet\diodes\VS-40CTQ150-1HM3\VS-40CTQ150-1HM3.pdf;None
VS-40CTQ150-M3;Enlarge;150;2 x 20;0.71;1500;15 at 125 °C;175;TO-220AB 3L;Common cathode;No;image/diodes\94963.png;Datasheet\diodes\VS-40CTQ150-M3\VS-40CTQ150-M3.pdf;None
VS-40CTQ150S-M3;Enlarge;150;2 x 20;0.71;1500;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\94942.png;Datasheet\diodes\VS-40CTQ150S-M3\VS-40CTQ150S-M3.pdf;None
VS-40CTQ150SHM3;Enlarge;150;2 x 20;0.71;1500;15 at 125 °C;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\94964.png;Datasheet\diodes\VS-40CTQ150SHM3\VS-40CTQ150SHM3.pdf;None
